"","taxID","taxonomy","genome","Kingdom","Clade","Superphylum","Phylum","Class","Order","Family","Genus","Species","Sample","Abundance","Date","Site","Subsample"
"349","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW1_18-Apr",0,"18-Apr","CW","CW1"
"350","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW2_18-Apr",0,"18-Apr","CW","CW2"
"351","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW3_18-Apr",0,"18-Apr","CW","CW3"
"352","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW1_18-Apr",0,"18-Apr","PW","PW1"
"353","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW2_18-Apr",0,"18-Apr","PW","PW2"
"354","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW3_18-Apr",0,"18-Apr","PW","PW3"
"355","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW1_18-Jun",0,"18-Jun","CW","CW1"
"356","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW2_18-Jun",0,"18-Jun","CW","CW2"
"357","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW3_18-Aug",0,"18-Aug","CW","CW3"
"358","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW1_18-Aug",0,"18-Aug","PW","PW1"
"359","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW2_18-Aug",0,"18-Aug","PW","PW2"
"360","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW3_18-Aug",0,"18-Aug","PW","PW3"
"361","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW3_18-Jun",0,"18-Jun","CW","CW3"
"362","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW1_18-Jun",56839553.4290271,"18-Jun","PW","PW1"
"363","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW2_18-Jun",0,"18-Jun","PW","PW2"
"364","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW3_18-Jun",0,"18-Jun","PW","PW3"
"365","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW1_18-Aug",0,"18-Aug","CW","CW1"
"366","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW2_18-Aug",0,"18-Aug","CW","CW2"
"367","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW1_18-Oct",0,"18-Oct","CW","CW1"
"368","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW2_18-Oct",0,"18-Oct","CW","CW2"
"369","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW3_18-Oct",0,"18-Oct","CW","CW3"
"370","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW1_18-Oct",0,"18-Oct","PW","PW1"
"371","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW3_18-Oct",0,"18-Oct","PW","PW3"
"372","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW1_19-Feb",0,"19-Feb","CW","CW1"
"373","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW1_19-Feb",0,"19-Feb","PW","PW1"
"374","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW3_19-Feb",0,"19-Feb","CW","CW3"
"375","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"CW2_19-Feb",0,"19-Feb","CW","CW2"
"376","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW2_19-Feb",0,"19-Feb","PW","PW2"
"377","taxa38446","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;FJ784308;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","FJ784308",NA,NA,"PW3_19-Feb",0,"19-Feb","PW","PW3"
"378","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW1_18-Apr",0,"18-Apr","CW","CW1"
"379","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW2_18-Apr",0,"18-Apr","CW","CW2"
"380","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW3_18-Apr",0,"18-Apr","CW","CW3"
"381","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW1_18-Apr",173936447.811448,"18-Apr","PW","PW1"
"382","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW2_18-Apr",103238608.305275,"18-Apr","PW","PW2"
"383","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW3_18-Apr",114482905.982906,"18-Apr","PW","PW3"
"384","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW1_18-Jun",0,"18-Jun","CW","CW1"
"385","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW2_18-Jun",0,"18-Jun","CW","CW2"
"386","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW3_18-Aug",0,"18-Aug","CW","CW3"
"387","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW1_18-Aug",176379883.79367,"18-Aug","PW","PW1"
"388","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW2_18-Aug",0,"18-Aug","PW","PW2"
"389","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW3_18-Aug",74221837.5497025,"18-Aug","PW","PW3"
"390","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW3_18-Jun",0,"18-Jun","CW","CW3"
"391","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW1_18-Jun",0,"18-Jun","PW","PW1"
"392","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW2_18-Jun",130677757.971876,"18-Jun","PW","PW2"
"393","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW3_18-Jun",0,"18-Jun","PW","PW3"
"394","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW1_18-Aug",0,"18-Aug","CW","CW1"
"395","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW2_18-Aug",0,"18-Aug","CW","CW2"
"396","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW1_18-Oct",0,"18-Oct","CW","CW1"
"397","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW2_18-Oct",0,"18-Oct","CW","CW2"
"398","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW3_18-Oct",0,"18-Oct","CW","CW3"
"399","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW1_18-Oct",0,"18-Oct","PW","PW1"
"400","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW3_18-Oct",0,"18-Oct","PW","PW3"
"401","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW1_19-Feb",0,"19-Feb","CW","CW1"
"402","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW1_19-Feb",222943240.454076,"19-Feb","PW","PW1"
"403","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW3_19-Feb",0,"19-Feb","CW","CW3"
"404","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"CW2_19-Feb",0,"19-Feb","CW","CW2"
"405","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW2_19-Feb",0,"19-Feb","PW","PW2"
"406","taxa38447","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;AY522887;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","AY522887",NA,NA,"PW3_19-Feb",0,"19-Feb","PW","PW3"
"407","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW1_18-Apr",0,"18-Apr","CW","CW1"
"408","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW2_18-Apr",0,"18-Apr","CW","CW2"
"409","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW3_18-Apr",0,"18-Apr","CW","CW3"
"410","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW1_18-Apr",0,"18-Apr","PW","PW1"
"411","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW2_18-Apr",103238608.305275,"18-Apr","PW","PW2"
"412","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW3_18-Apr",0,"18-Apr","PW","PW3"
"413","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW1_18-Jun",0,"18-Jun","CW","CW1"
"414","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW2_18-Jun",0,"18-Jun","CW","CW2"
"415","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW3_18-Aug",0,"18-Aug","CW","CW3"
"416","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW1_18-Aug",88189941.8968349,"18-Aug","PW","PW1"
"417","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW2_18-Aug",0,"18-Aug","PW","PW2"
"418","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW3_18-Aug",148443675.099405,"18-Aug","PW","PW3"
"419","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW3_18-Jun",0,"18-Jun","CW","CW3"
"420","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW1_18-Jun",0,"18-Jun","PW","PW1"
"421","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW2_18-Jun",0,"18-Jun","PW","PW2"
"422","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW3_18-Jun",0,"18-Jun","PW","PW3"
"423","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW1_18-Aug",0,"18-Aug","CW","CW1"
"424","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW2_18-Aug",0,"18-Aug","CW","CW2"
"425","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW1_18-Oct",0,"18-Oct","CW","CW1"
"426","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW2_18-Oct",0,"18-Oct","CW","CW2"
"427","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW3_18-Oct",0,"18-Oct","CW","CW3"
"428","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW1_18-Oct",100558525.913077,"18-Oct","PW","PW1"
"429","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW3_18-Oct",0,"18-Oct","PW","PW3"
"430","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"CW1_19-Feb",0,"19-Feb","CW","CW1"
"431","taxa38448","Main genome;Archaea;Archaea (superkingdom);TACK;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;LN574621;","Main genome","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","LN574621",NA,NA,"PW1_19-Feb",0,"19-Feb","PW","PW1"
