,Group.1,GW_temp,GW_level,Site,Date
2583,CW_0018-03-01,4.1353125,-6.395104167,CW,0018-03-01
2584,CW_0018-03-02,4.073125,-6.971354167,CW,0018-03-02
2585,CW_0018-03-03,4.008020833,-6.915833333,CW,0018-03-03
2586,CW_0018-03-04,3.9440625,-7.595833333,CW,0018-03-04
2587,CW_0018-03-05,3.8815625,-7.691979167,CW,0018-03-05
2588,CW_0018-03-06,3.824166667,-7.747291667,CW,0018-03-06
2589,CW_0018-03-07,3.767708333,-6.591458333,CW,0018-03-07
2590,CW_0018-03-08,3.7140625,-3.618229167,CW,0018-03-08
2591,CW_0018-03-09,3.667291667,-0.717395833,CW,0018-03-09
2592,CW_0018-03-10,3.631145833,-1.113125,CW,0018-03-10
2593,CW_0018-03-11,3.604166667,-0.257291667,CW,0018-03-11
2594,CW_0018-03-12,3.623125,-1.1015625,CW,0018-03-12
2595,CW_0018-03-13,3.715833333,0.018645833,CW,0018-03-13
2596,CW_0018-03-14,3.8475,-1.170625,CW,0018-03-14
2597,CW_0018-03-15,3.9934375,-1.524895833,CW,0018-03-15
2598,CW_0018-03-16,4.0928125,10.16104167,CW,0018-03-16
2599,CW_0018-03-17,4.0965625,21.2134375,CW,0018-03-17
2600,CW_0018-03-18,4.0478125,12.36020833,CW,0018-03-18
2601,CW_0018-03-19,4.013333333,2.240520833,CW,0018-03-19
2602,CW_0018-03-20,3.995520833,0.270104167,CW,0018-03-20
2603,CW_0018-03-21,3.970104167,0.881979167,CW,0018-03-21
2604,CW_0018-03-22,3.932291667,0.7371875,CW,0018-03-22
2605,CW_0018-03-23,3.91,-0.232604167,CW,0018-03-23
2606,CW_0018-03-24,3.926770833,-0.0453125,CW,0018-03-24
2607,CW_0018-03-25,3.972708333,-0.252083333,CW,0018-03-25
2608,CW_0018-03-26,4.0678125,-0.62,CW,0018-03-26
2609,CW_0018-03-27,4.196666667,-0.968958333,CW,0018-03-27
2610,CW_0018-03-28,4.3184375,-1.205,CW,0018-03-28
2611,CW_0018-03-29,4.415,-0.055,CW,0018-03-29
2612,CW_0018-03-30,4.437083333,-0.007916667,CW,0018-03-30
2613,CW_0018-03-31,4.436875,-0.6415625,CW,0018-03-31
2614,CW_0018-04-01,4.44,0.811458333,CW,0018-04-01
2615,CW_0018-04-02,4.397291667,2.206354167,CW,0018-04-02
2616,CW_0018-04-03,4.330208333,2.011041667,CW,0018-04-03
2617,CW_0018-04-04,4.352604167,1.333854167,CW,0018-04-04
2618,CW_0018-04-05,4.546041667,1.1628125,CW,0018-04-05
2619,CW_0018-04-06,4.831875,0.204270833,CW,0018-04-06
2620,CW_0018-04-07,5.059375,-0.211875,CW,0018-04-07
2621,CW_0018-04-08,5.216354167,-0.7609375,CW,0018-04-08
2622,CW_0018-04-09,5.381145833,-1.669479167,CW,0018-04-09
2623,CW_0018-04-10,5.600416667,-1.101979167,CW,0018-04-10
2624,CW_0018-04-11,5.799166667,4.260625,CW,0018-04-11
2625,CW_0018-04-12,5.866354167,0.405,CW,0018-04-12
2626,CW_0018-04-13,5.877291667,-0.731770833,CW,0018-04-13
2627,CW_0018-04-14,5.925,-0.781458333,CW,0018-04-14
2628,CW_0018-04-15,6.02,-1.410104167,CW,0018-04-15
2629,CW_0018-04-16,6.139166667,-2.3115625,CW,0018-04-16
2630,CW_0018-04-17,6.2596875,-3.055833333,CW,0018-04-17
2631,CW_0018-04-18,6.371979167,-4.6721875,CW,0018-04-18
2632,CW_0018-04-19,6.561157895,-6.452210526,CW,0018-04-19
2633,CW_0018-04-20,6.733020833,-7.960520833,CW,0018-04-20
2634,CW_0018-04-21,6.9725,-10.7003125,CW,0018-04-21
2635,CW_0018-04-22,7.228645833,-12.94927083,CW,0018-04-22
2636,CW_0018-04-23,7.428020833,-14.56427083,CW,0018-04-23
2637,CW_0018-04-24,7.592708333,-17.921875,CW,0018-04-24
2638,CW_0018-04-25,7.7228125,-9.9315625,CW,0018-04-25
2639,CW_0018-04-26,7.805208333,-8.997708333,CW,0018-04-26
2640,CW_0018-04-27,7.858229167,-8.79375,CW,0018-04-27
2641,CW_0018-04-28,7.890208333,-12.35885417,CW,0018-04-28
2642,CW_0018-04-29,7.949791667,-15.7046875,CW,0018-04-29
2643,CW_0018-04-30,8.0565625,-17.3409375,CW,0018-04-30
2644,CW_0018-05-01,8.185208333,-21.76520833,CW,0018-05-01
2645,CW_0018-05-02,8.287916667,-26.9334375,CW,0018-05-02
2646,CW_0018-05-03,8.328020833,-30.4821875,CW,0018-05-03
2647,CW_0018-05-04,8.36625,-36.498125,CW,0018-05-04
2648,CW_0018-05-05,8.410625,-40.43947917,CW,0018-05-05
2649,CW_0018-05-06,8.4421875,-43.00208333,CW,0018-05-06
2650,CW_0018-05-07,8.485520833,-45.66708333,CW,0018-05-07
2651,CW_0018-05-08,8.5621875,-47.64375,CW,0018-05-08
2652,CW_0018-05-09,8.671354167,-49.73552083,CW,0018-05-09
2653,CW_0018-05-10,8.804895833,-51.1090625,CW,0018-05-10
2654,CW_0018-05-11,8.960729167,-38.23520833,CW,0018-05-11
2655,CW_0018-05-12,9.125833333,-32.580625,CW,0018-05-12
2656,CW_0018-05-13,9.2490625,-35.31270833,CW,0018-05-13
2657,CW_0018-05-14,9.359583333,-41.34479167,CW,0018-05-14
2658,CW_0018-05-15,9.494270833,-46.73145833,CW,0018-05-15
2659,CW_0018-05-16,9.626458333,-50.59854167,CW,0018-05-16
2660,CW_0018-05-17,9.750625,-54.13072917,CW,0018-05-17
2661,CW_0018-05-18,9.869157895,-57.03631579,CW,0018-05-18
2662,CW_0018-05-19,9.943854167,-58.41052083,CW,0018-05-19
2663,CW_0018-05-20,10.0015625,-60.76166667,CW,0018-05-20
2664,CW_0018-05-21,10.05822917,-62.6665625,CW,0018-05-21
2665,CW_0018-05-22,10.116875,-64.324375,CW,0018-05-22
2666,CW_0018-05-23,10.18479167,-66.42447917,CW,0018-05-23
2667,CW_0018-05-24,10.26635417,-68.28833333,CW,0018-05-24
2668,CW_0018-05-25,10.36458333,-70.09885417,CW,0018-05-25
2669,CW_0018-05-26,10.4728125,-66.2421875,CW,0018-05-26
2670,CW_0018-05-27,10.56895833,-68.89322917,CW,0018-05-27
2671,CW_0018-05-28,10.66958333,-70.0440625,CW,0018-05-28
2672,CW_0018-05-29,10.77260417,-71.86072917,CW,0018-05-29
2673,CW_0018-05-30,10.90135417,-73.670625,CW,0018-05-30
2674,CW_0018-05-31,11.0325974,-75.23103896,CW,0018-05-31
2675,CW_0018-06-21,12.45163934,-66.74540984,CW,0018-06-21
2676,CW_0018-06-22,12.42333333,-66.89572917,CW,0018-06-22
2677,CW_0018-06-23,12.39802083,-71.98729167,CW,0018-06-23
2678,CW_0018-06-24,12.36569231,-75.49461538,CW,0018-06-24
2679,CW_0018-07-11,12.76088235,-56.66647059,CW,0018-07-11
2680,CW_0018-07-12,12.76125,-61.51333333,CW,0018-07-12
2681,CW_0018-07-13,12.81239583,-66.33666667,CW,0018-07-13
2682,CW_0018-07-14,12.87489583,-71.279375,CW,0018-07-14
2683,CW_0018-07-15,12.94345238,-74.43261905,CW,0018-07-15
2684,CW_0018-08-11,14.40066667,-72.02733333,CW,0018-08-11
2685,CW_0018-08-12,14.38,-75.25,CW,0018-08-12
2686,CW_0018-10-02,12.635,-73.25214286,CW,0018-10-02
2687,CW_0018-10-03,12.60385417,-71.39166667,CW,0018-10-03
2688,CW_0018-10-04,12.50285714,-75.5302381,CW,0018-10-04
2689,CW_0018-10-05,12.4008,-67.1056,CW,0018-10-05
2690,CW_0018-10-06,12.3578125,-57.7371875,CW,0018-10-06
2691,CW_0018-10-07,12.33385417,-52.66072917,CW,0018-10-07
2692,CW_0018-10-08,12.30729167,-28.89822917,CW,0018-10-08
2693,CW_0018-10-09,12.23958333,-23.85958333,CW,0018-10-09
2694,CW_0018-10-10,12.16177083,-24.185,CW,0018-10-10
2695,CW_0018-10-11,12.1103125,-24.53010417,CW,0018-10-11
2696,CW_0018-10-12,12.09,-26.12489583,CW,0018-10-12
2697,CW_0018-10-13,12.10145833,-27.7440625,CW,0018-10-13
2698,CW_0018-10-14,12.11583333,-28.7025,CW,0018-10-14
2699,CW_0018-10-15,12.12979167,-30.77385417,CW,0018-10-15
2700,CW_0018-10-16,12.13041667,-32.7315625,CW,0018-10-16
2701,CW_0018-10-17,12.1121875,-33.8821875,CW,0018-10-17
2702,CW_0018-10-18,12.07,-34.7025,CW,0018-10-18
2703,CW_0018-10-19,12.01760417,-35.1725,CW,0018-10-19
2704,CW_0018-10-20,11.95166667,-35.93979167,CW,0018-10-20
2705,CW_0018-10-21,11.86739583,-36.59010417,CW,0018-10-21
2706,CW_0018-10-22,11.78520833,-37.0484375,CW,0018-10-22
2707,CW_0018-10-23,11.71208333,-27.030625,CW,0018-10-23
2708,CW_0018-10-24,11.64729167,-9.427916667,CW,0018-10-24
2709,CW_0018-10-25,11.56697917,-1.696354167,CW,0018-10-25
2710,CW_0018-10-26,11.445,-6.015104167,CW,0018-10-26
2711,CW_0018-10-27,11.36958333,-0.371041667,CW,0018-10-27
2712,CW_0018-10-28,11.24135417,19.13260417,CW,0018-10-28
2713,CW_0018-10-29,11.06447917,30.2259375,CW,0018-10-29
2714,CW_0018-10-30,10.8671875,10.56666667,CW,0018-10-30
2715,CW_0018-10-31,10.78791667,-2.187083333,CW,0018-10-31
2716,CW_0018-11-01,10.64520833,-4.584270833,CW,0018-11-01
2717,CW_0018-11-02,10.46864583,-5.682916667,CW,0018-11-02
2718,CW_0018-11-03,10.37520833,-6.78375,CW,0018-11-03
2719,CW_0018-11-04,10.193125,-7.484270833,CW,0018-11-04
2720,CW_0018-11-05,10.1425,-7.89875,CW,0018-11-05
2721,CW_0018-11-06,10.13635417,-8.092291667,CW,0018-11-06
2722,CW_0018-11-07,10.10177083,-8.7140625,CW,0018-11-07
2723,CW_0018-11-08,10.12541667,-9.643333333,CW,0018-11-08
2724,CW_0018-11-09,10.06385417,-9.680416667,CW,0018-11-09
2725,CW_0018-11-10,10.019375,-9.8465625,CW,0018-11-10
2726,CW_0018-11-11,10.03416667,-9.6090625,CW,0018-11-11
2727,CW_0018-11-12,10.08166667,-9.795416667,CW,0018-11-12
2728,CW_0018-11-13,10.16395833,-8.456458333,CW,0018-11-13
2729,CW_0018-11-14,10.11431579,-7.664315789,CW,0018-11-14
2730,CW_0018-11-15,10.16291667,-8.968854167,CW,0018-11-15
2731,CW_0018-11-16,10.170625,-9.9171875,CW,0018-11-16
2732,CW_0018-11-17,9.998645833,-11.15833333,CW,0018-11-17
2733,CW_0018-11-18,9.788958333,-7.903020833,CW,0018-11-18
2734,CW_0018-11-19,9.6484375,5.2703125,CW,0018-11-19
2735,CW_0018-11-20,9.393229167,-3.895104167,CW,0018-11-20
2736,CW_0018-11-21,9.196770833,-5.634166667,CW,0018-11-21
2737,CW_0018-11-22,8.995833333,-7.016041667,CW,0018-11-22
2738,CW_0018-11-23,8.803645833,-7.844270833,CW,0018-11-23
2739,CW_0018-11-24,8.678958333,-8.2534375,CW,0018-11-24
2740,CW_0018-11-25,8.591875,-8.388229167,CW,0018-11-25
2741,CW_0018-11-26,8.531145833,-8.092395833,CW,0018-11-26
2742,CW_0018-11-27,8.463020833,-9.315833333,CW,0018-11-27
2743,CW_0018-11-28,8.3665625,-9.8271875,CW,0018-11-28
2744,CW_0018-11-29,8.133645833,-10.84458333,CW,0018-11-29
2745,CW_0018-11-30,8.003854167,-10.95895833,CW,0018-11-30
2746,CW_0018-12-01,7.8796875,-10.5884375,CW,0018-12-01
2747,CW_0018-12-02,7.823645833,-9.868541667,CW,0018-12-02
2748,CW_0018-12-03,7.83625,-7.2828125,CW,0018-12-03
2749,CW_0018-12-04,7.855520833,-6.948020833,CW,0018-12-04
2750,CW_0018-12-05,7.915208333,-8.8334375,CW,0018-12-05
2751,CW_0018-12-06,7.817916667,-8.958020833,CW,0018-12-06
2752,CW_0018-12-07,7.8190625,-6.097708333,CW,0018-12-07
2753,CW_0018-12-08,7.846458333,-5.139791667,CW,0018-12-08
2754,CW_0018-12-09,7.9328125,-3.508645833,CW,0018-12-09
2755,CW_0018-12-10,7.9865625,-4.408854167,CW,0018-12-10
2756,CW_0018-12-11,7.9246875,-4.603854167,CW,0018-12-11
2757,CW_0018-12-12,7.805833333,-4.252395833,CW,0018-12-12
2758,CW_0018-12-13,7.7603125,-4.687604167,CW,0018-12-13
2759,CW_0018-12-14,7.6775,-5.790729167,CW,0018-12-14
2760,CW_0018-12-15,7.557916667,-6.355833333,CW,0018-12-15
2761,CW_0018-12-16,7.393125,-7.006354167,CW,0018-12-16
2762,CW_0018-12-17,7.3021875,-7.889583333,CW,0018-12-17
2763,CW_0018-12-18,7.146770833,-7.5034375,CW,0018-12-18
2764,CW_0018-12-19,7.081979167,-7.0621875,CW,0018-12-19
2765,CW_0018-12-20,6.9953125,-6.949166667,CW,0018-12-20
2766,CW_0018-12-21,6.909791667,-6.278020833,CW,0018-12-21
2767,CW_0018-12-22,6.873333333,-5.125833333,CW,0018-12-22
2768,CW_0018-12-23,6.875520833,-4.6015625,CW,0018-12-23
2769,CW_0018-12-24,6.91625,-5.655625,CW,0018-12-24
2770,CW_0018-12-25,6.896979167,-5.4828125,CW,0018-12-25
2771,CW_0018-12-26,6.9234375,-6.109895833,CW,0018-12-26
2772,CW_0018-12-27,6.940625,-6.828854167,CW,0018-12-27
2773,CW_0018-12-28,6.993020833,-7.195625,CW,0018-12-28
2774,CW_0018-12-29,7.072916667,-6.232708333,CW,0018-12-29
2775,CW_0018-12-30,7.135104167,-6.143541667,CW,0018-12-30
2776,CW_0018-12-31,7.2175,-7.1765625,CW,0018-12-31
2777,CW_0019-01-01,7.204791667,-5.982395833,CW,0019-01-01
2778,CW_0019-01-02,7.287395833,44.01510417,CW,0019-01-02
2779,CW_0019-01-03,7.223645833,5.061666667,CW,0019-01-03
2780,CW_0019-01-04,7.035208333,-4.486666667,CW,0019-01-04
2781,CW_0019-01-05,6.927395833,-5.519895833,CW,0019-01-05
2782,CW_0019-01-06,6.872708333,-6.150729167,CW,0019-01-06
2783,CW_0019-01-07,6.797604167,-5.85125,CW,0019-01-07
2784,CW_0019-01-08,6.626145833,-4.36375,CW,0019-01-08
2785,CW_0019-01-09,6.6771875,23.61510417,CW,0019-01-09
2786,CW_0019-01-10,6.619583333,3.1528125,CW,0019-01-10
2787,CW_0019-01-11,6.483958333,-4.549895833,CW,0019-01-11
2788,CW_0019-01-12,6.3940625,-4.974895833,CW,0019-01-12
2789,CW_0019-01-13,6.339479167,-4.313645833,CW,0019-01-13
2790,CW_0019-01-14,6.3546875,-5.901875,CW,0019-01-14
2791,CW_0019-01-15,6.298541667,-4.395,CW,0019-01-15
2792,CW_0019-01-16,6.26875,-3.598125,CW,0019-01-16
2793,CW_0019-01-17,6.275833333,-4.592291667,CW,0019-01-17
2794,CW_0019-01-18,6.317708333,-5.655104167,CW,0019-01-18
2795,CW_0019-01-19,6.276458333,-7.009166667,CW,0019-01-19
2796,CW_0019-01-20,6.160208333,-7.6784375,CW,0019-01-20
2797,CW_0019-01-21,6.043020833,-8.520833333,CW,0019-01-21
2798,CW_0019-01-22,5.923229167,-9.052291667,CW,0019-01-22
2799,CW_0019-01-23,5.7884375,-9.928854167,CW,0019-01-23
2800,CW_0019-01-24,5.665833333,-10.35239583,CW,0019-01-24
2801,CW_0019-01-25,5.525104167,-11.23322917,CW,0019-01-25
2802,CW_0019-01-26,5.378229167,-10.89510417,CW,0019-01-26
2803,CW_0019-01-27,5.21625,-6.064375,CW,0019-01-27
2804,CW_0019-01-28,5.103020833,-5.289583333,CW,0019-01-28
2805,CW_0019-01-29,5.050729167,-6.6246875,CW,0019-01-29
2806,CW_0019-01-30,5.021458333,-7.670520833,CW,0019-01-30
2807,CW_0019-01-31,5.003020833,-8.6278125,CW,0019-01-31
2808,CW_0019-02-01,4.972395833,-9.749479167,CW,0019-02-01
2809,CW_0019-02-02,4.9296875,-8.636875,CW,0019-02-02
2810,CW_0019-02-03,4.851354167,-6.544895833,CW,0019-02-03
2811,CW_0019-02-04,4.805208333,-6.794791667,CW,0019-02-04
2812,CW_0019-02-05,4.773020833,-6.540208333,CW,0019-02-05
2813,CW_0019-02-06,4.781860465,-6.406744186,CW,0019-02-06
2814,CW_0019-03-05,5.9225,-7.315208333,CW,0019-03-05
2815,CW_0019-03-06,5.952083333,-8.3978125,CW,0019-03-06
2816,CW_0019-03-07,5.9734375,-7.1575,CW,0019-03-07
2817,CW_0019-03-08,6.047291667,-7.602083333,CW,0019-03-08
2818,CW_0019-03-09,6.130104167,-6.7753125,CW,0019-03-09
2819,CW_0019-03-10,6.126458333,-6.9284375,CW,0019-03-10
2820,CW_0019-03-11,6.139375,-8.944895833,CW,0019-03-11
2821,CW_0019-03-12,6.109583333,-9.49625,CW,0019-03-12
2822,CW_0019-03-13,6.036041667,-9.097916667,CW,0019-03-13
2823,CW_0019-03-14,6.0271875,-7.293958333,CW,0019-03-14
2824,CW_0019-03-15,6.016875,-5.820104167,CW,0019-03-15
2825,CW_0019-03-16,6.079583333,-5.683541667,CW,0019-03-16
2826,CW_0019-03-17,6.065104167,-5.996145833,CW,0019-03-17
2827,CW_0019-03-18,6.1259375,-7.495,CW,0019-03-18
2828,CW_0019-03-19,6.1875,-8.819479167,CW,0019-03-19
2829,CW_0019-03-20,6.187395833,-9.707916667,CW,0019-03-20
2830,CW_0019-03-21,6.167395833,-9.8721875,CW,0019-03-21
2831,CW_0019-03-22,6.221666667,-10.73583333,CW,0019-03-22
2832,CW_0019-03-23,6.340833333,-11.1603125,CW,0019-03-23
2833,CW_0019-03-24,6.435104167,-12.0909375,CW,0019-03-24
2834,CW_0019-03-25,6.511354167,-10.90645833,CW,0019-03-25
2835,CW_0019-03-26,6.550416667,-12.60166667,CW,0019-03-26
2836,CW_0019-03-27,6.554791667,-13.441875,CW,0019-03-27
2837,CW_0019-03-28,6.5184375,-12.73447917,CW,0019-03-28
2838,CW_0019-03-29,6.5484375,-13.23927083,CW,0019-03-29
2839,CW_0019-03-30,6.597916667,-13.54520833,CW,0019-03-30
2840,CW_0019-03-31,6.634270833,-15.13791667,CW,0019-03-31
2841,CW_0019-04-01,6.706666667,-16.756875,CW,0019-04-01
2842,CW_0019-04-02,6.739895833,-17.34322917,CW,0019-04-02
2843,CW_0019-04-03,6.7315625,-18.97489583,CW,0019-04-03
2844,CW_0019-04-04,6.753229167,-20.7696875,CW,0019-04-04
2845,CW_0019-04-05,6.8315625,-23.07729167,CW,0019-04-05
2846,CW_0019-04-06,6.941145833,-25.46739583,CW,0019-04-06
2847,CW_0019-04-07,7.053020833,-27.94520833,CW,0019-04-07
2848,CW_0019-04-08,7.1509375,-30.91916667,CW,0019-04-08
2849,CW_0019-04-09,7.220416667,-33.3975,CW,0019-04-09
2850,CW_0019-04-10,7.246979167,-36.12208333,CW,0019-04-10
2851,CW_0019-04-11,7.25,-38.40270833,CW,0019-04-11
2852,CW_0019-04-12,7.2315625,-38.48052083,CW,0019-04-12
2853,CW_0019-04-13,7.172604167,-30.32958333,CW,0019-04-13
2854,CW_0019-04-14,7.1078125,-35.18354167,CW,0019-04-14
2855,CW_0019-04-15,7.038020833,-40.185,CW,0019-04-15
2856,CW_0019-04-16,7.000416667,-42.22822917,CW,0019-04-16
2857,CW_0019-04-17,7.005625,-44.37458333,CW,0019-04-17
2858,CW_0019-04-18,7.033020833,-46.24239583,CW,0019-04-18
2859,CW_0019-04-19,7.085520833,-48.05979167,CW,0019-04-19
2860,CW_0019-04-20,7.168333333,-49.87635417,CW,0019-04-20
2861,CW_0019-04-21,7.239375,-51.78635417,CW,0019-04-21
2862,CW_0019-04-22,7.308125,-53.7625,CW,0019-04-22
2863,CW_0019-04-23,7.384375,-55.05229167,CW,0019-04-23
2864,CW_0019-04-24,7.471041667,-56.735,CW,0019-04-24
2865,CW_0019-04-25,7.592604167,-59.21020833,CW,0019-04-25
2866,CW_0019-04-26,7.756041667,-55.43635417,CW,0019-04-26
2867,CW_0019-04-27,7.949479167,-25.79197917,CW,0019-04-27
2868,CW_0019-04-28,8.1203125,-28.22770833,CW,0019-04-28
2869,CW_0019-04-29,8.256875,-23.42145833,CW,0019-04-29
2870,CW_0019-04-30,8.368958333,-31.718125,CW,0019-04-30
2871,CW_0019-05-01,8.448333333,-37.52635417,CW,0019-05-01
2872,CW_0019-05-02,8.515833333,-41.01552083,CW,0019-05-02
2873,CW_0019-05-03,8.553020833,-43.94333333,CW,0019-05-03
2874,CW_0019-05-04,8.541458333,-46.96375,CW,0019-05-04
2875,CW_0019-05-05,8.499583333,-50.12927083,CW,0019-05-05
2876,CW_0019-05-06,8.4475,-52.7528125,CW,0019-05-06
2877,CW_0019-05-07,8.409479167,-55.02645833,CW,0019-05-07
2878,CW_0019-05-08,8.3721875,-57.39927083,CW,0019-05-08
2879,CW_0019-05-09,8.344375,-59.0259375,CW,0019-05-09
2880,CW_0019-05-10,8.371875,-51.26864583,CW,0019-05-10
2881,CW_0019-05-11,8.4425,-30.9603125,CW,0019-05-11
2882,CW_0019-05-12,8.513958333,-38.81697917,CW,0019-05-12
2883,CW_0019-05-13,8.581354167,-45.30114583,CW,0019-05-13
2884,CW_0019-05-14,8.631354167,-49.84072917,CW,0019-05-14
2885,CW_0019-05-15,8.673020833,-53.9928125,CW,0019-05-15
2886,CW_0019-05-16,8.706041667,-57.179375,CW,0019-05-16
2887,CW_0019-05-17,8.7325,-54.88875,CW,0019-05-17
2888,CW_0019-05-18,8.768229167,-55.9203125,CW,0019-05-18
2889,CW_0019-05-19,8.848020833,-59.53479167,CW,0019-05-19
2890,CW_0019-05-20,8.9709375,-57.73,CW,0019-05-20
2891,CW_0019-05-21,9.112083333,-27.93916667,CW,0019-05-21
2892,CW_0019-05-22,9.258229167,-30.23854167,CW,0019-05-22
2893,CW_0019-05-23,9.413020833,-34.41583333,CW,0019-05-23
2894,CW_0019-05-24,9.524583333,-40.6396875,CW,0019-05-24
2895,CW_0019-05-25,9.616354167,-46.1096875,CW,0019-05-25
2896,CW_0019-05-26,9.700833333,-48.598125,CW,0019-05-26
2897,CW_0019-05-27,9.748020833,-38.73770833,CW,0019-05-27
2898,CW_0019-05-28,9.802291667,-39.67010417,CW,0019-05-28
2899,CW_0019-05-29,9.879895833,-46.8778125,CW,0019-05-29
2900,CW_0019-05-30,9.930520833,-51.77427083,CW,0019-05-30
2901,CW_0019-05-31,9.942708333,-55.48229167,CW,0019-05-31
2902,CW_0019-06-01,9.979270833,-58.24833333,CW,0019-06-01
2903,CW_0019-06-02,10.05833333,-62.35208333,CW,0019-06-02
2904,CW_0019-06-03,10.160625,-65.60416667,CW,0019-06-03
2905,CW_0019-06-04,10.29583333,-69.00489583,CW,0019-06-04
2906,CW_0019-06-05,10.4621875,-71.23541667,CW,0019-06-05
2907,CW_0019-06-06,10.636875,-72.8571875,CW,0019-06-06
2908,CW_0019-06-07,10.8425,-60.9253125,CW,0019-06-07
2909,CW_0019-06-08,11.02479167,-56.94625,CW,0019-06-08
2910,CW_0019-06-09,11.16208333,-60.1171875,CW,0019-06-09
2911,CW_0019-06-10,11.25260417,-64.11302083,CW,0019-06-10
2912,CW_0019-06-11,11.3259375,-66.32604167,CW,0019-06-11
2913,CW_0019-06-12,11.409375,-65.6425,CW,0019-06-12
2914,CW_0019-06-13,11.52583333,-56.23604167,CW,0019-06-13
2915,CW_0019-06-14,11.6465625,-52.88020833,CW,0019-06-14
2916,CW_0019-06-15,11.77166667,-53.8103125,CW,0019-06-15
2917,CW_0019-06-16,11.90385417,-57.12927083,CW,0019-06-16
2918,CW_0019-06-17,12.01552083,-61.1159375,CW,0019-06-17
2919,CW_0019-06-18,12.09447917,-65.4040625,CW,0019-06-18
2920,CW_0019-06-19,12.174375,-70.1140625,CW,0019-06-19
2921,CW_0019-06-20,12.27178571,-74.18297619,CW,0019-06-20
2922,CW_0019-06-21,12.414375,-75.19833333,CW,0019-06-21
2923,CW_0019-07-31,13.75567568,-72.66540541,CW,0019-07-31
2924,CW_0019-08-18,13.8375,-73.96375,CW,0019-08-18
2925,CW_0019-08-19,13.79,-75.66,CW,0019-08-19
2926,CW_0019-09-10,13.8144186,-70.90139535,CW,0019-09-10
2927,CW_0019-09-11,13.78947917,-72.79895833,CW,0019-09-11
2928,CW_0019-09-12,13.76533333,-75.30733333,CW,0019-09-12
2929,CW_0019-09-17,13.41111111,-74.29,CW,0019-09-17
2930,CW_0019-09-18,13.43323944,-75.11873239,CW,0019-09-18
2931,CW_0019-09-25,13.01,-75.267,CW,0019-09-25
2932,CW_0019-09-26,13.01822917,-70.4121875,CW,0019-09-26
2933,CW_0019-09-27,13.03833333,-70.79895833,CW,0019-09-27
2934,CW_0019-09-28,13.0675,-68.83822917,CW,0019-09-28
2935,CW_0019-09-29,13.0878125,-68.57791667,CW,0019-09-29
2936,CW_0019-09-30,13.0903125,-56.10416667,CW,0019-09-30
2937,CW_0019-10-01,13.08989583,-47.71625,CW,0019-10-01
2938,CW_0019-10-02,13.06302083,-41.26541667,CW,0019-10-02
2939,CW_0019-10-03,13.00197917,-41.06104167,CW,0019-10-03
2940,CW_0019-10-04,12.92,-42.049375,CW,0019-10-04
2941,CW_0019-10-05,12.81864583,-26.71895833,CW,0019-10-05
2942,CW_0019-10-06,12.67072917,-7.6196875,CW,0019-10-06
2943,CW_0019-10-07,12.54489583,-11.48083333,CW,0019-10-07
2944,CW_0019-10-08,12.42239583,-11.51791667,CW,0019-10-08
2945,CW_0019-10-09,12.29979167,-13.06625,CW,0019-10-09
2946,CW_0019-10-10,12.2065625,-14.5884375,CW,0019-10-10
2947,CW_0019-10-11,12.143125,-16.0221875,CW,0019-10-11
2948,CW_0019-10-12,12.09989583,-12.30489583,CW,0019-10-12
2949,CW_0019-10-13,12.09208333,-13.4675,CW,0019-10-13
2950,CW_0019-10-14,12.10572917,-15.281875,CW,0019-10-14
2951,CW_0019-10-15,12.13927083,-17.41520833,CW,0019-10-15
2952,CW_0019-10-16,12.18770833,-15.013125,CW,0019-10-16
2953,CW_0019-10-17,12.2121875,-11.83572917,CW,0019-10-17
2954,CW_0019-10-18,12.21364583,-11.01520833,CW,0019-10-18
2955,CW_0019-10-19,12.225625,-13.01,CW,0019-10-19
2956,CW_0019-10-20,12.22854167,-14.933125,CW,0019-10-20
2957,CW_0019-10-21,12.21635417,-15.60958333,CW,0019-10-21
2958,CW_0019-10-22,12.21072917,-16.82895833,CW,0019-10-22
2959,CW_0019-10-23,12.20770833,-18.39489583,CW,0019-10-23
2960,CW_0019-10-24,12.1796875,-19.10895833,CW,0019-10-24
2961,CW_0019-10-25,12.15083333,-19.9671875,CW,0019-10-25
2962,CW_0019-10-26,12.12989583,-20.8490625,CW,0019-10-26
2963,CW_0019-10-27,12.11458333,-22.82489583,CW,0019-10-27
2964,CW_0019-10-28,12.105,-24.03854167,CW,0019-10-28
2965,CW_0019-10-29,12.050625,-24.14354167,CW,0019-10-29
2966,CW_0019-10-30,11.92083333,-26.60260417,CW,0019-10-30
2967,CW_0019-10-31,11.7453125,-27.7325,CW,0019-10-31
2968,CW_0019-11-01,11.5284375,-27.47114583,CW,0019-11-01
2969,CW_0019-11-02,11.26645833,-15.1890625,CW,0019-11-02
2970,CW_0019-11-03,11.13677083,-11.21197917,CW,0019-11-03
2971,CW_0019-11-04,11.085625,-9.113333333,CW,0019-11-04
2972,CW_0019-11-05,11.02166667,-3.432291667,CW,0019-11-05
2973,CW_0019-11-06,11.03427083,-6.106458333,CW,0019-11-06
2974,CW_0019-11-07,11.00416667,-8.1875,CW,0019-11-07
2975,CW_0019-11-08,10.9521875,-9.241041667,CW,0019-11-08
